message,sender,merchant,amount,transaction_type,reference_number,date
Kotak Mahindra Bank: A/C credit ₹3893.18 via UPI to Amazon. Reference 355997,Kotak Mahindra Bank,Amazon,3893.18,credit,355997,2025-01-20
HDFC Bank Bank: Debit of ₹3643.89. Transaction with Swiggy. Ref: 903874,HDFC Bank,Swiggy,3643.89,debit,903874,2025-01-24
UPI Transaction: 2875.06 debit from Axis Bank to Google Play Store. Ref 858367,Axis Bank,Google Play Store,2875.06,debit,858367,2025-02-02
ICICI Bank: A/C debit ₹2426.49 via UPI to PhonePe. Reference 400484,ICICI Bank,PhonePe,2426.49,debit,400484,2025-01-15
UPI Transaction: 9879.25 credit from Personal to Uber. Ref 101005,Personal,Uber,9879.25,credit,101005,2025-01-31
Axis Bank Bank: Debit of ₹1092.73. Transaction with Amazon. Ref: 950128,Axis Bank,Amazon,1092.73,debit,950128,2025-01-29
Family: A/C debit ₹3424.22 via UPI to Flipkart. Reference 227029,Family,Flipkart,3424.22,debit,227029,2025-01-01
Family: A/C debit ₹1482.45 via UPI to Google Play Store. Reference 709045,Family,Google Play Store,1482.45,debit,709045,2025-01-29
UPI Transaction: 1300.16 credit from Kotak Mahindra Bank to Amazon. Ref 549057,Kotak Mahindra Bank,Amazon,1300.16,credit,549057,2025-01-31
UPI Transaction: 9894.71 credit from ICICI Bank to Netflix. Ref 999677,ICICI Bank,Netflix,9894.71,credit,999677,2025-01-24
Personal: debit of ₹2405.52 to Google Play Store. Ref No 779021 on 2025-01-28,Personal,Google Play Store,2405.52,debit,779021,2025-01-28
Axis Bank: A/C credit ₹6476.74 via UPI to BigBasket. Reference 574363,Axis Bank,BigBasket,6476.74,credit,574363,2025-01-26
UPI Transaction: 5073.36 credit from Friend to Uber. Ref 754795,Friend,Uber,5073.36,credit,754795,2025-01-15
UPI Transaction: 2684.27 debit from Yes Bank to Zomato. Ref 712782,Yes Bank,Zomato,2684.27,debit,712782,2025-01-24
Friend: A/C credit ₹3436.03 via UPI to Netflix. Reference 276745,Friend,Netflix,3436.03,credit,276745,2025-01-23
Family: credit of ₹5714.25 to Paytm. Ref No 600838 on 2025-01-15,Family,Paytm,5714.25,credit,600838,2025-01-15
UPI Transaction: 5458.19 credit from Friend to Ola. Ref 893358,Friend,Ola,5458.19,credit,893358,2025-01-20
HDFC Bank: A/C debit ₹305.17 via UPI to Swiggy. Reference 528421,HDFC Bank,Swiggy,305.17,debit,528421,2025-01-21
UPI Transaction: 5736.14 credit from Family to BookMyShow. Ref 373315,Family,BookMyShow,5736.14,credit,373315,2025-01-08
HDFC Bank Bank: Credit of ₹7359.78. Transaction with Amazon. Ref: 301978,HDFC Bank,Amazon,7359.78,credit,301978,2025-01-07
Personal Bank: Credit of ₹5478.22. Transaction with Amazon. Ref: 234902,Personal,Amazon,5478.22,credit,234902,2025-01-18
Personal: credit of ₹1884.76 to Myntra. Ref No 112002 on 2025-01-26,Personal,Myntra,1884.76,credit,112002,2025-01-26
SBI: A/C credit ₹5798.13 via UPI to BookMyShow. Reference 370132,SBI,BookMyShow,5798.13,credit,370132,2025-01-01
UPI Transaction: 2085.48 credit from Personal to Paytm. Ref 764943,Personal,Paytm,2085.48,credit,764943,2025-01-13
Axis Bank Bank: Credit of ₹5719.65. Transaction with Amazon. Ref: 457694,Axis Bank,Amazon,5719.65,credit,457694,2025-01-21
Punjab National Bank Bank: Credit of ₹1104.37. Transaction with Ola. Ref: 757997,Punjab National Bank,Ola,1104.37,credit,757997,2025-01-26
ICICI Bank Bank: Debit of ₹2435.33. Transaction with BookMyShow. Ref: 738999,ICICI Bank,BookMyShow,2435.33,debit,738999,2025-01-29
ICICI Bank: debit of ₹4240.71 to Swiggy. Ref No 174622 on 2025-01-29,ICICI Bank,Swiggy,4240.71,debit,174622,2025-01-29
Friend: debit of ₹4732.50 to Google Play Store. Ref No 872384 on 2025-01-15,Friend,Google Play Store,4732.5,debit,872384,2025-01-15
HDFC Bank: A/C debit ₹1705.19 via UPI to Uber. Reference 245673,HDFC Bank,Uber,1705.19,debit,245673,2025-02-02
Family: A/C credit ₹2725.59 via UPI to Myntra. Reference 797355,Family,Myntra,2725.59,credit,797355,2025-01-20
Kotak Mahindra Bank: debit of ₹1074.28 to Myntra. Ref No 114392 on 2025-01-02,Kotak Mahindra Bank,Myntra,1074.28,debit,114392,2025-01-02
Personal Bank: Credit of ₹9087.10. Transaction with Netflix. Ref: 986844,Personal,Netflix,9087.1,credit,986844,2025-01-29
UPi Transaction: 5786.66 credit from Yes Bank to Paytm. Ref 636101,Yes Bank,Paytm,5786.66,credit,636101,2025-01-10
SBI Bank: Credit of ₹3161.38. Transaction with PhonePe. Ref: 628311,SBI,PhonePe,3161.38,credit,628311,2025-02-02
UPI Transaction: 9178.77 credit from ICICI Bank to Amazon. Ref 548090,ICICI Bank,Amazon,9178.77,credit,548090,2025-02-01
Kotak Mahindra Bank Bank: Credit of ₹7138.06. Transaction with BookMyShow. Ref: 678670,Kotak Mahindra Bank,BookMyShow,7138.06,credit,678670,2025-01-20
ICICI Bank: A/C debit ₹4827.41 via UPI to Zomato. Reference 808406,ICICI Bank,Zomato,4827.41,debit,808406,2025-01-08
Punjab National Bank: A/C debit ₹4455.02 via UPI to Paytm. Reference 934734,Punjab National Bank,Paytm,4455.02,debit,934734,2025-01-12
Punjab National Bank: credit of ₹7167.74 to Netflix. Ref No 617021 on 2025-01-17,Punjab National Bank,Netflix,7167.74,credit,617021,2025-01-17
Punjab National Bank: credit of ₹1571.45 to Netflix. Ref No 202176 on 2025-01-03,Punjab National Bank,Netflix,1571.45,credit,202176,2025-01-03
UPI Transaction: 152.63 credit from Family to Amazon. Ref 630844,Family,Amazon,152.63,credit,630844,2025-01-09
Kotak Mahindra Bank: credit of ₹3137.78 to Paytm. Ref No 423939 on 2025-01-20,Kotak Mahindra Bank,Paytm,3137.78,credit,423939,2025-01-20
Yes Bank: credit of ₹3378.75 to Uber. Ref No 800683 on 2025-01-19,Yes Bank,Uber,3378.75,credit,800683,2025-01-19
ICICI Bank: A/C debit ₹2853.24 via UPi to Flipkart. Reference 550200,ICICI Bank,Flipkart,2853.24,debit,550200,2025-01-01
Punjab National Bank: A/C credit ₹3967.60 via UPI to Google Play Store. Reference 792256,Punjab National Bank,Google Play Store,3967.6,credit,792256,2025-01-18
Personal: debit of ₹3783.21 to Paytm. Ref No 665144 on 2025-01-19,Personal,Paytm,3783.21,debit,665144,2025-01-19
Axis Bank: A/C debit ₹3611.81 via UPI to Paytm. Reference 981382,Axis Bank,Paytm,3611.81,debit,981382,2025-01-28
Yes Bank Bank: Debit of ₹3661.06. Transaction with Netflix. Ref: 869802,Yes Bank,Netflix,3661.06,debit,869802,2025-01-18
Punjab National Bank: A/C debit ₹4738.28 via UPI to PhonePe. Reference 863845,Punjab National Bank,PhonePe,4738.28,debit,863845,2025-01-20
UPI Transaction: 9045.28 credit from Punjab National Bank to Myntra. Ref 854846,Punjab National Bank,Myntra,9045.28,credit,854846,2025-01-20
ICICI Bank: A/C debit ₹2126.17 via UPI to Flipkart. Reference 386966,ICICI Bank,Flipkart,2126.17,debit,386966,2025-01-14
Kotak Mahindra Bank: credit of ₹3515.44 to Myntra. Ref No 170213 on 2025-02-01,Kotak Mahindra Bank,Myntra,3515.44,credit,170213,2025-02-01
SBI: credit of ₹4466.65 to Uber. Ref No 420168 on 2025-02-01,SBI,Uber,4466.65,credit,420168,2025-02-01
Yes Bank: debit of ₹2619.06 to Netflix. Ref No 327571 on 2025-01-20,Yes Bank,Netflix,2619.06,debit,327571,2025-01-20
UPI Transaction: 2161.36 credit from SBI to Swiggy. Ref 573955,SBI,Swiggy,2161.36,credit,573955,2025-01-05
UPI Transaction: 520.10 debit from Personal to Myntra. Ref 568967,Personal,Myntra,520.1,debit,568967,2025-01-04
Friend Bank: Debit of ₹3839.14. Transaction with Ola. Ref: 795123,Friend,Ola,3839.14,debit,795123,2025-01-06
Family: A/C debit ₹3141.81 via UPI to Ola. Reference 810545,Family,Ola,3141.81,debit,810545,2025-01-02
Personal: credit of ₹668.46 to Myntra. Ref No 867269 on 2025-01-16,Personal,Myntra,668.46,credit,867269,2025-01-16
SBI: A/C credit ₹6624.73 via UPI to BookMyShow. Reference 247739,SBI,BookMyShow,6624.73,credit,247739,2025-01-01
HDFC Bank Bank: Credit of ₹6757.99. Transaction with Ola. Ref: 791877,HDFC Bank,Ola,6757.99,credit,791877,2025-01-01
Friend: debit of ₹1071.59 to BigBasket. Ref No 650957 on 2025-01-10,Friend,BigBasket,1071.59,debit,650957,2025-01-10
Friend: debit of ₹1364.39 to Flipkart. Ref No 420292 on 2025-01-15,Friend,Flipkart,1364.39,debit,420292,2025-01-15
Personal: A/C credit ₹3330.09 via UPi to Paytm. Reference 693200,Personal,Paytm,3330.09,credit,693200,2025-01-31
Axis Bank: A/C credit ₹2813.77 via UPI to PhonePe. Reference 413593,Axis Bank,PhonePe,2813.77,credit,413593,2025-01-26
Family: A/C debit ₹521.01 via UPI to Myntra. Reference 888502,Family,Myntra,521.01,debit,888502,2025-01-13
UPI Transaction: 8324.41 credit from Family to PhonePe. Ref 412022,Family,PhonePe,8324.41,credit,412022,2025-01-19
Axis Bank: credit of ₹1339.30 to PhonePe. Ref No 443695 on 2025-01-08,Axis Bank,PhonePe,1339.3,credit,443695,2025-01-08
UPI Transaction: 8631.95 credit from Friend to Ola. Ref 510132,Friend,Ola,8631.95,credit,510132,2025-01-13
SBI Bank: Debit of ₹3615.50. Transaction with PhonePe. Ref: 827069,SBI,PhonePe,3615.5,debit,827069,2025-01-24
Friend Bank: Credit of ₹1994.44. Transaction with Ola. Ref: 871920,Friend,Ola,1994.44,credit,871920,2025-01-09
SBI Bank: Debit of ₹1223.35. Transaction with Swiggy. Ref: 381227,SBI,Swiggy,1223.35,debit,381227,2025-01-21
Friend Bank: Debit of ₹3504.63. Transaction with PhonePe. Ref: 365069,Friend,PhonePe,3504.63,debit,365069,2025-02-01
Punjab National Bank Bank: Debit of ₹2123.99. Transaction with Netflix. Ref: 359456,Punjab National Bank,Netflix,2123.99,debit,359456,2025-01-14
ICICI Bank: credit of ₹586.73 to Amazon. Ref No 120331 on 2025-01-10,ICICI Bank,Amazon,586.73,credit,120331,2025-01-10
Personal: A/C debit ₹3080.99 via UPi to Google Play Store. Reference 427853,Personal,Google Play Store,3080.99,debit,427853,2025-01-03
Axis Bank: credit of ₹6242.58 to Uber. Ref No 367793 on 2025-01-18,Axis Bank,Uber,6242.58,credit,367793,2025-01-18
ICICI Bank Bank: Credit of ₹8271.61. Transaction with BigBasket. Ref: 591120,ICICI Bank,BigBasket,8271.61,credit,591120,2025-01-19
Family: credit of ₹176.47 to Google Play Store. Ref No 594281 on 2025-01-14,Family,Google Play Store,176.47,credit,594281,2025-01-14
Punjab National Bank: credit of ₹3027.78 to Swiggy. Ref No 566832 on 2025-01-21,Punjab National Bank,Swiggy,3027.78,credit,566832,2025-01-21
ICICI Bank: A/C credit ₹1295.86 via UPi to Amazon. Reference 374898,ICICI Bank,Amazon,1295.86,credit,374898,2025-01-29
ICICI Bank: A/C credit ₹6794.24 via UPI to Flipkart. Reference 638362,ICICI Bank,Flipkart,6794.24,credit,638362,2025-01-29
Punjab National Bank: A/C credit ₹1808.02 via UPI to PhonePe. Reference 189953,Punjab National Bank,PhonePe,1808.02,credit,189953,2025-01-16
Yes Bank: debit of ₹975.12 to PhonePe. Ref No 798758 on 2025-01-16,Yes Bank,PhonePe,975.12,debit,798758,2025-01-16
UPI Transaction: 523.99 debit from Punjab National Bank to Google Play Store. Ref 566659,Punjab National Bank,Google Play Store,523.99,debit,566659,2025-01-25
UPI Transaction: 120.40 credit from Personal to Swiggy. Ref 723139,Personal,Swiggy,120.4,credit,723139,2025-01-31
Personal: A/C debit ₹2871.82 via UPI to Swiggy. Reference 946110,Personal,Swiggy,2871.82,debit,946110,2025-02-01
UPI Transaction: 8244.85 credit from HDFC Bank to BookMyShow. Ref 359232,HDFC Bank,BookMyShow,8244.85,credit,359232,2025-01-14
Family Bank: Debit of ₹3625.94. Transaction with Amazon. Ref: 310674,Family,Amazon,3625.94,debit,310674,2025-01-20
Kotak Mahindra Bank: credit of ₹7670.43 to BookMyShow. Ref No 624704 on 2025-01-03,Kotak Mahindra Bank,BookMyShow,7670.43,credit,624704,2025-01-03
HDFC Bank Bank: Credit of ₹5397.17. Transaction with Flipkart. Ref: 828141,HDFC Bank,Flipkart,5397.17,credit,828141,2025-01-14
Punjab National Bank: A/C credit ₹6851.05 via UPI to Paytm. Reference 802829,Punjab National Bank,Paytm,6851.05,credit,802829,2025-01-03
UPI Transaction: 2063.36 credit from Punjab National Bank to BookMyShow. Ref 569527,Punjab National Bank,BookMyShow,2063.36,credit,569527,2025-01-14
UPI Transaction: 1946.77 debit from SBI to BigBasket. Ref 401978,SBI,BigBasket,1946.77,debit,401978,2025-01-28
Personal Bank: Credit of ₹7221.88. Transaction with Amazon. Ref: 586028,Personal,Amazon,7221.88,credit,586028,2025-01-26
Punjab National Bank: credit of ₹4148.39 to BookMyShow. Ref No 968171 on 2025-01-26,Punjab National Bank,BookMyShow,4148.39,credit,968171,2025-01-26
UPI Transaction: 8662.73 credit from SBI to Ola. Ref 815795,SBI,Ola,8662.73,credit,815795,2025-01-23
SBI: A/C credit ₹5499.31 via UPI to BookMyShow. Reference 597666,SBI,BookMyShow,5499.31,credit,597666,2025-01-31
Personal: A/C debit ₹338.64 via UPI to Ola. Reference 452318,Personal,Ola,338.64,debit,452318,2025-01-17
Kotak Mahindra Bank: A/C credit ₹9062.09 via UPI to Myntra. Reference 181672,Kotak Mahindra Bank,Myntra,9062.09,credit,181672,2025-01-08
UPI Transaction: 1018.86 credit from Family to Amazon. Ref 191113,Family,Amazon,1018.86,credit,191113,2025-01-04
Kotak Mahindra Bank: A/C debit ₹782.22 via UPI to Myntra. Reference 832718,Kotak Mahindra Bank,Myntra,782.22,debit,832718,2025-01-04
Yes Bank Bank: Credit of ₹9422.62. Transaction with Paytm. Ref: 697376,Yes Bank,Paytm,9422.62,credit,697376,2025-01-07
Yes Bank: debit of ₹4700.39 to Netflix. Ref No 817669 on 2025-01-04,Yes Bank,Netflix,4700.39,debit,817669,2025-01-04
HDFC Bank: A/C debit ₹1160.97 via UPI to Google Play Store. Reference 888429,HDFC Bank,Google Play Store,1160.97,debit,888429,2025-01-17
UPI Transaction: 4474.90 credit from Personal to Netflix. Ref 990237,Personal,Netflix,4474.9,credit,990237,2025-01-31
SBI: debit of ₹3665.57 to Netflix. Ref No 657978 on 2025-01-08,SBI,Netflix,3665.57,debit,657978,2025-01-08
UPI Transaction: 5162.97 credit from ICICI Bank to Swiggy. Ref 232251,ICICI Bank,Swiggy,5162.97,credit,232251,2025-01-11
HDFC Bank: A/C credit ₹2556.94 via UPI to BookMyShow. Reference 526402,HDFC Bank,BookMyShow,2556.94,credit,526402,2025-01-28
UPI Transaction: 674.75 debit from Friend to BookMyShow. Ref 288881,Friend,BookMyShow,674.75,debit,288881,2025-01-13
Kotak Mahindra Bank Bank: Debit of ₹1602.42. Transaction with Zomato. Ref: 689715,Kotak Mahindra Bank,Zomato,1602.42,debit,689715,2025-01-10
Personal: debit of ₹563.23 to Paytm. Ref No 149140 on 2025-01-31,Personal,Paytm,563.23,debit,149140,2025-01-31
Family: A/C debit ₹352.79 via UPI to Google Play Store. Reference 300790,Family,Google Play Store,352.79,debit,300790,2025-01-21
Kotak Mahindra Bank: A/C debit ₹4293.09 via UPI to Ola. Reference 173664,Kotak Mahindra Bank,Ola,4293.09,debit,173664,2025-01-08
Axis Bank: credit of ₹7460.00 to Zomato. Ref No 596445 on 2025-01-05,Axis Bank,Zomato,7460.0,credit,596445,2025-01-05
SBI Bank: Credit of ₹8983.63. Transaction with PhonePe. Ref: 901024,SBI,PhonePe,8983.63,credit,901024,2025-01-21
Yes Bank: debit of ₹491.54 to Google Play Store. Ref No 945604 on 2025-01-14,Yes Bank,Google Play Store,491.54,debit,945604,2025-01-14
ICICI Bank: credit of ₹7533.69 to BigBasket. Ref No 355211 on 2025-01-31,ICICI Bank,BigBasket,7533.69,credit,355211,2025-01-31
ICICI Bank: credit of ₹9895.73 to PhonePe. Ref No 193684 on 2025-01-27,ICICI Bank,PhonePe,9895.73,credit,193684,2025-01-27
SBI: A/C debit ₹3329.70 via UPI to BookMyShow. Reference 317230,SBI,BookMyShow,3329.7,debit,317230,2025-01-24
ICICI Bank: A/C debit ₹1065.80 via UPI to Myntra. Reference 221406,ICICI Bank,Myntra,1065.8,debit,221406,2025-01-01
Kotak Mahindra Bank Bank: Debit of ₹252.02. Transaction with Netflix. Ref: 880884,Kotak Mahindra Bank,Netflix,252.02,debit,880884,2025-01-20
Punjab National Bank: debit of ₹2422.06 to BigBasket. Ref No 493237 on 2025-01-30,Punjab National Bank,BigBasket,2422.06,debit,493237,2025-01-30
Friend: credit of ₹4270.49 to Swiggy. Ref No 638620 on 2025-02-02,Friend,Swiggy,4270.49,credit,638620,2025-02-02
UPI Transaction: 9387.18 credit from ICICI Bank to Zomato. Ref 558881,ICICI Bank,Zomato,9387.18,credit,558881,2025-01-23
Axis Bank Bank: Debit of ₹55.60. Transaction with BigBasket. Ref: 724466,Axis Bank,BigBasket,55.6,debit,724466,2025-01-15
Family: debit of ₹332.55 to Zomato. Ref No 415527 on 2025-01-03,Family,Zomato,332.55,debit,415527,2025-01-03
UPI Transaction: 295.58 credit from SBI to Flipkart. Ref 517213,SBI,Flipkart,295.58,credit,517213,2025-01-20
HDFC Bank Bank: Credit of ₹2566.05. Transaction with BookMyShow. Ref: 853675,HDFC Bank,BookMyShow,2566.05,credit,853675,2025-01-02
UPI Transaction: 7771.16 credit from Kotak Mahindra Bank to BigBasket. Ref 861697,Kotak Mahindra Bank,BigBasket,7771.16,credit,861697,2025-01-11
UPI Transaction: 9683.28 credit from Friend to Ola. Ref 551347,Friend,Ola,9683.28,credit,551347,2025-01-13
UPI Transaction: 2043.59 debit from Kotak Mahindra Bank to BigBasket. Ref 142185,Kotak Mahindra Bank,BigBasket,2043.59,debit,142185,2025-01-10
Family Bank: Credit of ₹2316.46. Transaction with Flipkart. Ref: 761147,Family,Flipkart,2316.46,credit,761147,2025-01-13
HDFC Bank: credit of ₹4243.58 to Paytm. Ref No 892135 on 2025-01-10,HDFC Bank,Paytm,4243.58,credit,892135,2025-01-10
Personal Bank: Credit of ₹8717.36. Transaction with Google Play Store. Ref: 629629,Personal,Google Play Store,8717.36,credit,629629,2025-01-20
Yes Bank: A/C credit ₹4302.62 via UPI to Uber. Reference 394789,Yes Bank,Uber,4302.62,credit,394789,2025-01-27
Punjab National Bank Bank: Credit of ₹7005.58. Transaction with Flipkart. Ref: 909003,Punjab National Bank,Flipkart,7005.58,credit,909003,2025-01-05
UPI Transaction: 2240.32 credit from ICICI Bank to Amazon. Ref 630445,ICICI Bank,Amazon,2240.32,credit,630445,2025-01-17
UPI Transaction: 2347.04 debit from Kotak Mahindra Bank to Paytm. Ref 582361,Kotak Mahindra Bank,Paytm,2347.04,debit,582361,2025-02-02
UPI Transaction: 3054.81 debit from SBI to BookMyShow. Ref 951425,SBI,BookMyShow,3054.81,debit,951425,2025-01-15
UPI Transaction: 4404.25 debit from Friend to Swiggy. Ref 749191,Friend,Swiggy,4404.25,debit,749191,2025-01-09
Yes Bank: debit of ₹3608.28 to Uber. Ref No 514673 on 2025-01-30,Yes Bank,Uber,3608.28,debit,514673,2025-01-30
Axis Bank Bank: Credit of ₹6688.04. Transaction with Swiggy. Ref: 266303,Axis Bank,Swiggy,6688.04,credit,266303,2025-01-04
Yes Bank: A/C credit ₹9139.60 via UPI to PhonePe. Reference 545925,Yes Bank,PhonePe,9139.6,credit,545925,2025-01-08
Personal: credit of ₹9570.21 to Myntra. Ref No 140280 on 2025-01-27,Personal,Myntra,9570.21,credit,140280,2025-01-27
Personal: A/C debit ₹4883.43 via UPI to Ola. Reference 250201,Personal,Ola,4883.43,debit,250201,2025-01-21
UPI Transaction: 3877.35 debit from Friend to Paytm. Ref 542611,Friend,Paytm,3877.35,debit,542611,2025-01-07
UPI Transaction: 3020.40 debit from Personal to Uber. Ref 544151,Personal,Uber,3020.4,debit,544151,2025-01-05
ICICI Bank Bank: Debit of ₹574.04. Transaction with Netflix. Ref: 267931,ICICI Bank,Netflix,574.04,debit,267931,2025-01-11
ICICI Bank: debit of ₹4489.75 to BookMyShow. Ref No 394634 on 2025-01-08,ICICI Bank,BookMyShow,4489.75,debit,394634,2025-01-08
Yes Bank: credit of ₹3839.99 to Paytm. Ref No 939619 on 2025-01-24,Yes Bank,Paytm,3839.99,credit,939619,2025-01-24
HDFC Bank Bank: Credit of ₹3685.48. Transaction with Google Play Store. Ref: 862023,HDFC Bank,Google Play Store,3685.48,credit,862023,2025-01-30
Yes Bank: credit of ₹5161.74 to Google Play Store. Ref No 292474 on 2025-01-23,Yes Bank,Google Play Store,5161.74,credit,292474,2025-01-23
Personal: debit of ₹2877.48 to Flipkart. Ref No 809958 on 2025-01-24,Personal,Flipkart,2877.48,debit,809958,2025-01-24
Personal: credit of ₹7691.75 to Uber. Ref No 914536 on 2025-01-17,Personal,Uber,7691.75,credit,914536,2025-01-17
Family Bank: Debit of ₹2317.99. Transaction with Uber. Ref: 501887,Family,Uber,2317.99,debit,501887,2025-01-17
UPI Transaction: 1686.43 debit from ICICI Bank to PhonePe. Ref 255990,ICICI Bank,PhonePe,1686.43,debit,255990,2025-01-11
UPI Transaction: 4196.25 credit from ICICI Bank to Myntra. Ref 312381,ICICI Bank,Myntra,4196.25,credit,312381,2025-01-29
ICICI Bank Bank: Credit of ₹1439.34. Transaction with Flipkart. Ref: 291671,ICICI Bank,Flipkart,1439.34,credit,291671,2025-01-13
